,ID_F,ID_H_x,assay_chembl_id,value_F,type_H,value_H
444362,CHEMBL560008,CHEMBL549515,CHEMBL1056006,0.6,IC50,1.7
444366,CHEMBL560008,CHEMBL549515,CHEMBL1053566,0.5,IC50,10.0
444369,CHEMBL3601855,CHEMBL3601856,CHEMBL3602234,0.03,IC50,0.02
444371,CHEMBL3601855,CHEMBL3601856,CHEMBL3602236,0.02,IC50,0.03
444373,CHEMBL3601855,CHEMBL3601856,CHEMBL3602383,163.28,IC50,161.65
444375,CHEMBL3613303,CHEMBL3613293,CHEMBL3615105,2.4,IC50,23.8
444422,CHEMBL3613357,CHEMBL3613349,CHEMBL3616153,170.0,IC50,5.0
444423,CHEMBL3613385,CHEMBL3613384,CHEMBL3614324,2.0,IC50,25.9
444424,CHEMBL3613385,CHEMBL3613384,CHEMBL3614325,1.2,IC50,25.2
444425,CHEMBL3613385,CHEMBL3613384,CHEMBL3614326,1.8,IC50,19.8
444426,CHEMBL3613385,CHEMBL3613384,CHEMBL3614327,0.9,IC50,19.1
444427,CHEMBL3613386,CHEMBL3613384,CHEMBL3614324,4.5,IC50,25.9
444428,CHEMBL3613386,CHEMBL3613384,CHEMBL3614325,7.3,IC50,25.2
444429,CHEMBL3613386,CHEMBL3613384,CHEMBL3614326,1.1,IC50,19.8
444430,CHEMBL3613386,CHEMBL3613384,CHEMBL3614327,0.8,IC50,19.1
444431,CHEMBL3613394,CHEMBL3613384,CHEMBL3614324,2.9,IC50,25.9
444432,CHEMBL3613394,CHEMBL3613384,CHEMBL3614325,1.0,IC50,25.2
444433,CHEMBL3613394,CHEMBL3613384,CHEMBL3614326,5.9,IC50,19.8
444434,CHEMBL3613394,CHEMBL3613384,CHEMBL3614327,0.7,IC50,19.1
444438,CHEMBL3643656,CHEMBL3643651,CHEMBL3705363,38.0,IC50,280.0
444441,CHEMBL3643745,CHEMBL3643732,CHEMBL3705803,1.5,IC50,14.6
444445,CHEMBL1170852,CHEMBL1173121,CHEMBL1177263,8.6,IC50,19.3
444447,CHEMBL1170852,CHEMBL1173121,CHEMBL2173194,10.0,IC50,7.0
444449,CHEMBL1170852,CHEMBL1173121,CHEMBL2172850,10.0,IC50,10.0
444451,CHEMBL1170852,CHEMBL1173121,CHEMBL2174547,0.5,IC50,0.3
444454,CHEMBL538910,CHEMBL521643,CHEMBL960915,3.1,IC50,3.5
444457,CHEMBL538910,CHEMBL521643,CHEMBL960916,0.026,IC50,0.006
444459,CHEMBL1652246,CHEMBL1652251,CHEMBL1663274,6.82,IC50,28.54
444461,CHEMBL1652257,CHEMBL1652251,CHEMBL1663274,40.27,IC50,28.54
444463,CHEMBL505443,CHEMBL443936,CHEMBL956846,0.004,IC50,0.008
444465,CHEMBL505443,CHEMBL443936,CHEMBL956847,0.022,IC50,0.0097
444466,CHEMBL3622792,CHEMBL3622787,CHEMBL3625105,13.08,IC50,21.63
444467,CHEMBL3622792,CHEMBL3622787,CHEMBL3625106,21.05,IC50,13.04
444468,CHEMBL3622792,CHEMBL3622787,CHEMBL3625107,7.83,IC50,8.42
444469,CHEMBL3622792,CHEMBL3622787,CHEMBL3625108,24.83,IC50,17.85
444470,CHEMBL3622792,CHEMBL3622787,CHEMBL3625109,23.82,IC50,12.63
444471,CHEMBL3622792,CHEMBL3622787,CHEMBL3625110,5.96,IC50,33.75
444472,CHEMBL3622798,CHEMBL3622787,CHEMBL3625105,12.28,IC50,21.63
444473,CHEMBL3622798,CHEMBL3622787,CHEMBL3625106,26.11,IC50,13.04
444474,CHEMBL3622798,CHEMBL3622787,CHEMBL3625107,6.95,IC50,8.42
444475,CHEMBL3622798,CHEMBL3622787,CHEMBL3625108,20.66,IC50,17.85
444476,CHEMBL3622798,CHEMBL3622787,CHEMBL3625109,16.84,IC50,12.63
444477,CHEMBL3622798,CHEMBL3622787,CHEMBL3625110,19.81,IC50,33.75
444478,CHEMBL3622873,CHEMBL3622871,CHEMBL3624100,0.037,IC50,0.082
444479,CHEMBL3622873,CHEMBL3622871,CHEMBL3624101,2.2,IC50,11.5
444480,CHEMBL4587209,CHEMBL4469177,CHEMBL4345696,0.31,IC50,1.0
444482,CHEMBL4587278,CHEMBL4558482,CHEMBL4380158,200.0,IC50,200.0
444485,CHEMBL4587278,CHEMBL4558482,CHEMBL4380159,159.0,IC50,81.2
444488,CHEMBL4587278,CHEMBL4558482,CHEMBL4380165,8.6,IC50,14.4
444493,CHEMBL227256,CHEMBL375265,CHEMBL889279,5.0,IC50,8.5
444499,CHEMBL227256,CHEMBL375265,CHEMBL889281,43.0,IC50,324.0
444511,CHEMBL566943,CHEMBL578587,CHEMBL1047861,50.0,IC50,3.0
444519,CHEMBL577719,CHEMBL568160,CHEMBL1047861,135.0,IC50,198.0
444522,CHEMBL404638,CHEMBL258389,CHEMBL932361,5.8,IC50,2.9
444524,CHEMBL404638,CHEMBL258389,CHEMBL932362,71.0,IC50,22.0
444525,CHEMBL389165,CHEMBL229788,CHEMBL904546,51.7,IC50,57.0
444526,CHEMBL513588,CHEMBL462133,CHEMBL980054,0.011,IC50,0.004
444530,CHEMBL257656,CHEMBL255805,CHEMBL947921,0.14,IC50,0.048
444540,CHEMBL3188749,CHEMBL3182359,CHEMBL3215051,1.17,IC50,3.62
444555,CHEMBL3188749,CHEMBL3182359,CHEMBL3215269,0.004,IC50,0.01
444567,CHEMBL3188749,CHEMBL3182359,CHEMBL3367860,0.004,IC50,0.01
444578,CHEMBL3188749,CHEMBL3182359,CHEMBL3367861,0.41,IC50,1.88
444581,CHEMBL271110,CHEMBL255590,CHEMBL949303,12000.0,IC50,18000.0
444582,CHEMBL271110,CHEMBL255590,CHEMBL952135,4.3,IC50,3.6
444585,CHEMBL4586964,CHEMBL4087934,CHEMBL4320485,1.8,IC50,1.35
444591,CHEMBL4449069,CHEMBL4087934,CHEMBL4320485,1.59,IC50,1.35
444597,CHEMBL4475707,CHEMBL4087934,CHEMBL4320485,1.73,IC50,1.35
444603,CHEMBL4537780,CHEMBL4087934,CHEMBL4320485,1.32,IC50,1.35
444617,CHEMBL3188141,CHEMBL3183426,CHEMBL3215051,0.32,IC50,4.29
444635,CHEMBL3188141,CHEMBL3183426,CHEMBL3215269,0.03,IC50,0.14
444641,CHEMBL593343,CHEMBL605923,CHEMBL1112835,27.8,IC50,40.0
444642,CHEMBL593343,CHEMBL605923,CHEMBL1112836,16.3,IC50,14.2
444643,CHEMBL593343,CHEMBL605923,CHEMBL1112837,22.3,IC50,27.3
444644,CHEMBL593343,CHEMBL605923,CHEMBL1112838,32.8,IC50,15.7
444646,CHEMBL594525,CHEMBL594671,CHEMBL1069216,0.5,IC50,0.7
444649,CHEMBL550359,CHEMBL550355,CHEMBL1063960,0.008,IC50,0.02
444654,CHEMBL270985,CHEMBL411091,CHEMBL932834,0.5,IC50,0.5
444657,CHEMBL270985,CHEMBL411091,CHEMBL932835,16.0,IC50,2.0
444660,CHEMBL270985,CHEMBL411091,CHEMBL932836,228.0,IC50,548.0
444663,CHEMBL541490,CHEMBL540243,CHEMBL1061394,11.48,IC50,12.52
444666,CHEMBL541490,CHEMBL540243,CHEMBL1061399,10.62,IC50,11.99
444669,CHEMBL541490,CHEMBL540243,CHEMBL1061400,4.44,IC50,6.74
444671,CHEMBL3262303,CHEMBL3262298,CHEMBL3268063,33.2,IC50,24.2
444675,CHEMBL1921883,CHEMBL1921886,CHEMBL1924404,1.5,IC50,2.4
444682,CHEMBL4586580,CHEMBL4290134,CHEMBL4322256,3900.0,IC50,10000.0
444685,CHEMBL4586580,CHEMBL4290134,CHEMBL4322251,3.3,IC50,7.9
444688,CHEMBL4586580,CHEMBL4290134,CHEMBL4322250,3.6,IC50,8.7
444690,CHEMBL1947112,CHEMBL1947105,CHEMBL1949179,2.5,IC50,0.38
444691,CHEMBL1947112,CHEMBL1947105,CHEMBL1949178,8.4,IC50,2.7
444692,CHEMBL1947112,CHEMBL1947105,CHEMBL1949177,0.21,IC50,0.074
444694,CHEMBL1947121,CHEMBL1947126,CHEMBL1949352,422.0,IC50,623.0
444698,CHEMBL1947121,CHEMBL1947126,CHEMBL1949353,38.14,IC50,45.46
444703,CHEMBL1947123,CHEMBL1947122,CHEMBL1949352,9284.0,IC50,9021.0
444707,CHEMBL1947123,CHEMBL1947122,CHEMBL1949353,88.83,IC50,97.85
444712,CHEMBL1947124,CHEMBL1947125,CHEMBL1949352,15.0,IC50,65.0
444716,CHEMBL1947124,CHEMBL1947125,CHEMBL1949353,24.7,IC50,26.85
444740,CHEMBL585828,CHEMBL436589,CHEMBL1614100,75.67,IC50,36.18
444768,CHEMBL585828,CHEMBL436589,CHEMBL1613892,71.213,IC50,27.198
444787,CHEMBL256116,CHEMBL260199,CHEMBL929417,0.019,IC50,0.122
444791,CHEMBL3262111,CHEMBL3262110,CHEMBL3268300,10.0,IC50,10.0
444800,CHEMBL3262114,CHEMBL383812,CHEMBL3268300,10.0,IC50,10.0
444962,CHEMBL604904,CHEMBL605109,CHEMBL1065338,0.19,IC50,0.26
444965,CHEMBL604904,CHEMBL605109,CHEMBL1065339,0.1,IC50,0.11
444968,CHEMBL3233046,CHEMBL3236080,CHEMBL3241790,0.089,IC50,0.073
444970,CHEMBL3233046,CHEMBL3236080,CHEMBL3241791,10.0,IC50,5.2
444972,CHEMBL3237197,CHEMBL3237192,CHEMBL3243602,88.66,IC50,49.75
444974,CHEMBL3237197,CHEMBL3237192,CHEMBL3243603,88.66,IC50,57.13
444976,CHEMBL3237197,CHEMBL3237192,CHEMBL3243604,97.2,IC50,58.81
444979,CHEMBL3237204,CHEMBL3237199,CHEMBL3243602,58.81,IC50,44.44
444981,CHEMBL3237204,CHEMBL3237199,CHEMBL3243603,50.95,IC50,64.44
444983,CHEMBL3237204,CHEMBL3237199,CHEMBL3243604,74.69,IC50,59.53
444984,CHEMBL563058,CHEMBL552227,CHEMBL1061744,0.005,IC50,0.005
444986,CHEMBL496481,CHEMBL521733,CHEMBL974552,15.0,IC50,16.0
444989,CHEMBL496481,CHEMBL521733,CHEMBL974551,764.0,IC50,855.0
444993,CHEMBL242274,CHEMBL244832,CHEMBL889747,1.1,IC50,0.48
444997,CHEMBL242274,CHEMBL244832,CHEMBL889748,0.53,IC50,0.32
445001,CHEMBL398163,CHEMBL244832,CHEMBL889747,0.77,IC50,0.48
445005,CHEMBL398163,CHEMBL244832,CHEMBL889748,0.5,IC50,0.32
445007,CHEMBL390485,CHEMBL389130,CHEMBL889752,0.44,IC50,0.25
445013,CHEMBL402442,CHEMBL257385,CHEMBL932555,2.0,IC50,9.0
445014,CHEMBL516003,CHEMBL458420,CHEMBL1009880,0.0028,IC50,0.012
445015,CHEMBL516003,CHEMBL458420,CHEMBL1009881,0.01,IC50,0.054
445016,CHEMBL516003,CHEMBL458420,CHEMBL1009882,1.1,IC50,5.5
445017,CHEMBL516003,CHEMBL458420,CHEMBL1009883,0.23,IC50,1.8
445020,CHEMBL3218520,CHEMBL3218512,CHEMBL3222704,9.9,IC50,21.2
445021,CHEMBL3218520,CHEMBL3218512,CHEMBL3222705,130.0,IC50,200.0
445022,CHEMBL3217764,CHEMBL3218512,CHEMBL3222704,26.1,IC50,21.2
445023,CHEMBL3217764,CHEMBL3218512,CHEMBL3222705,200.0,IC50,200.0
445025,CHEMBL399087,CHEMBL401112,CHEMBL924444,0.095,IC50,0.072
445029,CHEMBL3219291,CHEMBL3219289,CHEMBL3227404,3.1,IC50,7.1
445031,CHEMBL3219294,CHEMBL3219289,CHEMBL3227404,19.23,IC50,7.1
445034,CHEMBL3219301,CHEMBL3219296,CHEMBL3227404,2.78,IC50,3.65
445036,CHEMBL3219298,CHEMBL3219296,CHEMBL3227404,4.7,IC50,3.65
445041,CHEMBL249545,CHEMBL249574,CHEMBL925269,1.0,IC50,0.63
445046,CHEMBL249545,CHEMBL249574,CHEMBL925270,8.0,IC50,40.0
445051,CHEMBL249545,CHEMBL249574,CHEMBL925271,13.0,IC50,50.0
445054,CHEMBL494794,CHEMBL496102,CHEMBL953205,67.0,IC50,9.0
445056,CHEMBL494794,CHEMBL496102,CHEMBL953206,400.0,IC50,46.0
445068,CHEMBL494794,CHEMBL496102,CHEMBL1826790,67.0,IC50,9.0
445074,CHEMBL497968,CHEMBL496102,CHEMBL953205,12.0,IC50,9.0
445076,CHEMBL497968,CHEMBL496102,CHEMBL953206,42.0,IC50,46.0
445088,CHEMBL497968,CHEMBL496102,CHEMBL1826790,12.0,IC50,9.0
445094,CHEMBL494793,CHEMBL496102,CHEMBL953205,7.0,IC50,9.0
445096,CHEMBL494793,CHEMBL496102,CHEMBL953206,20.0,IC50,46.0
445108,CHEMBL494793,CHEMBL496102,CHEMBL1826790,7.0,IC50,9.0
445114,CHEMBL522196,CHEMBL496102,CHEMBL953205,9.0,IC50,9.0
445116,CHEMBL522196,CHEMBL496102,CHEMBL953206,26.0,IC50,46.0
445119,CHEMBL522196,CHEMBL496102,CHEMBL1038130,9.0,IC50,9.0
445121,CHEMBL522196,CHEMBL496102,CHEMBL1038132,50.0,IC50,32.0
445123,CHEMBL522196,CHEMBL496102,CHEMBL1038133,6.4,IC50,4.1
445134,CHEMBL522196,CHEMBL496102,CHEMBL1826790,9.0,IC50,9.0
445140,CHEMBL494630,CHEMBL496102,CHEMBL953205,7.0,IC50,9.0
445142,CHEMBL494630,CHEMBL496102,CHEMBL953206,14.0,IC50,46.0
445145,CHEMBL494630,CHEMBL496102,CHEMBL1038130,7.0,IC50,9.0
445147,CHEMBL494630,CHEMBL496102,CHEMBL1038132,50.0,IC50,32.0
445149,CHEMBL494630,CHEMBL496102,CHEMBL1038133,8.3,IC50,4.1
445160,CHEMBL494630,CHEMBL496102,CHEMBL1826790,7.0,IC50,9.0
445166,CHEMBL494979,CHEMBL496102,CHEMBL953205,4.0,IC50,9.0
445168,CHEMBL494979,CHEMBL496102,CHEMBL953206,7.0,IC50,46.0
445171,CHEMBL494979,CHEMBL496102,CHEMBL1038130,5.0,IC50,9.0
445173,CHEMBL494979,CHEMBL496102,CHEMBL1038132,29.0,IC50,32.0
445175,CHEMBL494979,CHEMBL496102,CHEMBL1038133,2.0,IC50,4.1
445186,CHEMBL494979,CHEMBL496102,CHEMBL1826790,4.0,IC50,9.0
445199,CHEMBL498365,CHEMBL480645,CHEMBL959784,2.29,IC50,0.725
445203,CHEMBL494984,CHEMBL494983,CHEMBL953205,3.0,IC50,6.0
445205,CHEMBL494984,CHEMBL494983,CHEMBL953206,3.0,IC50,16.0
445260,CHEMBL2403521,CHEMBL2403537,CHEMBL2404356,50.0,IC50,50.0
445277,CHEMBL2403521,CHEMBL2403537,CHEMBL2404355,50.0,IC50,50.0
445329,CHEMBL2403522,CHEMBL2403538,CHEMBL2404356,25.37,IC50,50.0
445346,CHEMBL2403522,CHEMBL2403538,CHEMBL2404355,20.04,IC50,50.0
445398,CHEMBL2403523,CHEMBL2403539,CHEMBL2404356,50.0,IC50,50.0
445415,CHEMBL2403523,CHEMBL2403539,CHEMBL2404355,50.0,IC50,50.0
445426,CHEMBL2403607,CHEMBL2403527,CHEMBL2406828,13.9,IC50,3.0
445470,CHEMBL2403607,CHEMBL2403527,CHEMBL2404356,25.13,IC50,90.0
445487,CHEMBL2403607,CHEMBL2403527,CHEMBL2404355,18.24,IC50,80.0
445539,CHEMBL2403615,CHEMBL2403535,CHEMBL2404356,47.17,IC50,50.0
445556,CHEMBL2403615,CHEMBL2403535,CHEMBL2404355,50.0,IC50,50.0
445567,CHEMBL2403660,CHEMBL2403658,CHEMBL2405252,10000.0,IC50,10000.0
445574,CHEMBL2403662,CHEMBL2403658,CHEMBL2405252,10000.0,IC50,10000.0
445581,CHEMBL2403663,CHEMBL2403658,CHEMBL2405252,10000.0,IC50,10000.0
445586,CHEMBL2403708,CHEMBL2403705,CHEMBL2405258,11.8,IC50,78.9
445588,CHEMBL2403708,CHEMBL2403705,CHEMBL2405259,79.2,IC50,45.6
445590,CHEMBL2403708,CHEMBL2403705,CHEMBL2405260,15.0,IC50,28.0
445592,CHEMBL2403708,CHEMBL2403705,CHEMBL2405261,120.1,IC50,200.0
445594,CHEMBL2403710,CHEMBL2403705,CHEMBL2405258,47.1,IC50,78.9
445596,CHEMBL2403710,CHEMBL2403705,CHEMBL2405259,28.1,IC50,45.6
445598,CHEMBL2403710,CHEMBL2403705,CHEMBL2405260,24.2,IC50,28.0
445600,CHEMBL2403710,CHEMBL2403705,CHEMBL2405261,45.3,IC50,200.0
445602,CHEMBL2403716,CHEMBL2403705,CHEMBL2405258,3.4,IC50,78.9
445604,CHEMBL2403716,CHEMBL2403705,CHEMBL2405259,60.3,IC50,45.6
445606,CHEMBL2403716,CHEMBL2403705,CHEMBL2405260,39.4,IC50,28.0
445608,CHEMBL2403716,CHEMBL2403705,CHEMBL2405261,72.7,IC50,200.0
445609,CHEMBL1683240,CHEMBL1683241,CHEMBL1686179,3.95,IC50,2.96
445610,CHEMBL1683240,CHEMBL1683241,CHEMBL1686180,9.99,IC50,4.39
445611,CHEMBL1683240,CHEMBL1683241,CHEMBL1686182,9.15,IC50,5.0
445612,CHEMBL1683240,CHEMBL1683241,CHEMBL1686181,14.18,IC50,2.3
445613,CHEMBL1683240,CHEMBL1683241,CHEMBL1686174,15.75,IC50,5.0
445614,CHEMBL1683240,CHEMBL1683241,CHEMBL1686175,9.67,IC50,3.55
445615,CHEMBL1683240,CHEMBL1683241,CHEMBL1686176,8.32,IC50,5.0
445616,CHEMBL1683240,CHEMBL1683241,CHEMBL1686177,7.43,IC50,3.31
445617,CHEMBL1683240,CHEMBL1683241,CHEMBL1686178,10.44,IC50,7.83
445618,CHEMBL2392329,CHEMBL2392208,CHEMBL2394908,0.362,IC50,0.364
445624,CHEMBL1088629,CHEMBL1084128,CHEMBL1114099,108.0,IC50,108.0
445629,CHEMBL1088629,CHEMBL1084128,CHEMBL1114100,5.0,IC50,5.0
445634,CHEMBL1088629,CHEMBL1084128,CHEMBL1114101,113.0,IC50,113.0
445639,CHEMBL1088629,CHEMBL1084128,CHEMBL1114102,1570.0,IC50,1570.0
445643,CHEMBL593386,CHEMBL595277,CHEMBL1070535,6.35,IC50,13.57
445645,CHEMBL1642623,CHEMBL1642619,CHEMBL1647079,11.0,IC50,67.0
445646,CHEMBL1642623,CHEMBL1642619,CHEMBL1647080,4.0,IC50,6.0
445648,CHEMBL1642624,CHEMBL1642619,CHEMBL1647079,11.0,IC50,67.0
445649,CHEMBL1642624,CHEMBL1642619,CHEMBL1647080,76.0,IC50,6.0
445651,CHEMBL1642622,CHEMBL1642619,CHEMBL1647079,4.0,IC50,67.0
445653,CHEMBL1642622,CHEMBL1642619,CHEMBL1647079,0.004,IC50,67.0
445655,CHEMBL1642622,CHEMBL1642619,CHEMBL1647079,0.003,IC50,67.0
445657,CHEMBL1642622,CHEMBL1642619,CHEMBL1647079,7.95,IC50,67.0
445658,CHEMBL1642622,CHEMBL1642619,CHEMBL1647080,171.0,IC50,6.0
445659,CHEMBL1642622,CHEMBL1642619,CHEMBL1647080,27.0,IC50,6.0
445836,CHEMBL1651756,CHEMBL1651755,CHEMBL1663210,16.3,IC50,7.78
445848,CHEMBL591825,CHEMBL592771,CHEMBL1068137,9.2,IC50,1.4
445862,CHEMBL2402989,CHEMBL2402985,CHEMBL2404125,0.0115,IC50,0.016
445864,CHEMBL565061,CHEMBL562501,CHEMBL1033778,1.54,IC50,10.0
445892,CHEMBL1643030,CHEMBL1643029,CHEMBL1646147,0.51,IC50,0.51
445896,CHEMBL1643030,CHEMBL1643029,CHEMBL1646146,0.88,IC50,0.5
445900,CHEMBL1643030,CHEMBL1643029,CHEMBL1646144,0.49,IC50,0.29
445910,CHEMBL1643032,CHEMBL1643029,CHEMBL1646147,1.14,IC50,0.51
445914,CHEMBL1643032,CHEMBL1643029,CHEMBL1646146,1.26,IC50,0.5
445918,CHEMBL1643032,CHEMBL1643029,CHEMBL1646144,0.95,IC50,0.29
445928,CHEMBL2403039,CHEMBL2403051,CHEMBL2404396,70.0,IC50,90.0
445930,CHEMBL2403036,CHEMBL2403051,CHEMBL2404396,74.0,IC50,90.0
445943,CHEMBL599488,CHEMBL592772,CHEMBL1068137,13.0,IC50,1.8
445962,CHEMBL604388,CHEMBL597064,CHEMBL1068137,12.0,IC50,12.0
445980,CHEMBL597030,CHEMBL597064,CHEMBL1068137,7.7,IC50,12.0
445998,CHEMBL599284,CHEMBL597064,CHEMBL1068137,21.0,IC50,12.0
446004,CHEMBL1652076,CHEMBL603842,CHEMBL1664365,14.6,IC50,15.41
446007,CHEMBL1652076,CHEMBL603842,CHEMBL1664366,14.6,IC50,15.41
446010,CHEMBL1652076,CHEMBL603842,CHEMBL1664367,14.6,IC50,15.41
446013,CHEMBL1652076,CHEMBL603842,CHEMBL1664368,14.6,IC50,15.41
446016,CHEMBL1652076,CHEMBL603842,CHEMBL1664369,14.6,IC50,15.41
446019,CHEMBL1652074,CHEMBL603842,CHEMBL1664365,14.6,IC50,15.41
446022,CHEMBL1652074,CHEMBL603842,CHEMBL1664366,14.6,IC50,15.41
446025,CHEMBL1652074,CHEMBL603842,CHEMBL1664367,14.6,IC50,15.41
446028,CHEMBL1652074,CHEMBL603842,CHEMBL1664368,14.6,IC50,15.41
446031,CHEMBL1652074,CHEMBL603842,CHEMBL1664369,14.6,IC50,15.41
446034,CHEMBL1652075,CHEMBL603842,CHEMBL1664365,14.6,IC50,15.41
446037,CHEMBL1652075,CHEMBL603842,CHEMBL1664366,14.6,IC50,15.41
446040,CHEMBL1652075,CHEMBL603842,CHEMBL1664367,14.6,IC50,15.41
446043,CHEMBL1652075,CHEMBL603842,CHEMBL1664368,14.6,IC50,15.41
446046,CHEMBL1652075,CHEMBL603842,CHEMBL1664369,14.6,IC50,15.41
446050,CHEMBL2333681,CHEMBL2333692,CHEMBL2342144,26.77,IC50,51.0
446053,CHEMBL2333681,CHEMBL2333692,CHEMBL2342589,9.68,IC50,100.0
446056,CHEMBL2333681,CHEMBL2333692,CHEMBL2342591,33.85,IC50,9.05
446059,CHEMBL2333681,CHEMBL2333692,CHEMBL2342590,100.0,IC50,14.02
446062,CHEMBL2333681,CHEMBL2333692,CHEMBL2342592,200.0,IC50,200.0
446066,CHEMBL2333681,CHEMBL2333692,CHEMBL2342597,100.0,IC50,100.0
446070,CHEMBL2333681,CHEMBL2333692,CHEMBL2342598,100.0,IC50,16.92
446074,CHEMBL2333681,CHEMBL2333692,CHEMBL2342599,100.0,IC50,15.98
446076,CHEMBL2356554,CHEMBL3400881,CHEMBL3406604,0.092,IC50,25.0
446087,CHEMBL2296191,CHEMBL2296179,CHEMBL3069372,71.7,IC50,256.9
446090,CHEMBL2296191,CHEMBL2296179,CHEMBL3069373,234.0,IC50,216.8
446093,CHEMBL2296191,CHEMBL2296179,CHEMBL3075421,67.0,IC50,93.4
446096,CHEMBL2296191,CHEMBL2296179,CHEMBL3075420,134.2,IC50,229.3
446099,CHEMBL2296191,CHEMBL2296179,CHEMBL3075422,84.1,IC50,76.9
446100,CHEMBL1090027,CHEMBL604590,CHEMBL1115167,0.03,IC50,0.06
446102,CHEMBL1090027,CHEMBL604590,CHEMBL1115168,1.0,IC50,0.48
446114,CHEMBL1092376,CHEMBL1092116,CHEMBL1738515,5.7,IC50,5.0
446115,CHEMBL1092376,CHEMBL1092116,CHEMBL1738564,100.0,IC50,100.0
446240,CHEMBL2347380,CHEMBL2347399,CHEMBL2351555,1.8,IC50,1.0
446241,CHEMBL2347380,CHEMBL2347399,CHEMBL2351555,1.8,IC50,2.0
446243,CHEMBL2442579,CHEMBL2442577,CHEMBL2443620,24.3,IC50,6.6
446250,CHEMBL2442579,CHEMBL2442577,CHEMBL2443622,12.0,IC50,90.7
446257,CHEMBL2442579,CHEMBL2442577,CHEMBL2443621,10.7,IC50,20.4
446264,CHEMBL2442579,CHEMBL2442577,CHEMBL2443623,22.2,IC50,28.0
446273,CHEMBL2442579,CHEMBL2442577,CHEMBL2443625,27.6,IC50,0.72
446280,CHEMBL2442579,CHEMBL2442577,CHEMBL2443624,19.8,IC50,3.1
446301,CHEMBL1682575,CHEMBL1682599,CHEMBL1687070,121.1,IC50,209.4
446304,CHEMBL1682575,CHEMBL1682599,CHEMBL1687071,216.4,IC50,480.4
446307,CHEMBL1682575,CHEMBL1682599,CHEMBL1687072,63.0,IC50,77.0
446329,CHEMBL4165057,CHEMBL4162803,CHEMBL4156140,10.8,IC50,11.8
446336,CHEMBL4165057,CHEMBL4162803,CHEMBL4156138,21.0,IC50,20.6
446342,CHEMBL4175677,CHEMBL4162803,CHEMBL4156140,9.0,IC50,11.8
446349,CHEMBL4175677,CHEMBL4162803,CHEMBL4156138,13.6,IC50,20.6
446355,CHEMBL1651646,CHEMBL1651645,CHEMBL1656925,333.0,IC50,333.0
446358,CHEMBL1651646,CHEMBL1651645,CHEMBL1656926,105.0,IC50,85.0
446361,CHEMBL1651646,CHEMBL1651645,CHEMBL1656927,100.0,IC50,13.0
446364,CHEMBL1651646,CHEMBL1651645,CHEMBL4273398,25.0,IC50,6.8
446368,CHEMBL2270709,CHEMBL2253470,CHEMBL3083614,2.8,IC50,360.0
446370,CHEMBL2270710,CHEMBL2253470,CHEMBL3083614,130.0,IC50,360.0
446372,CHEMBL2270711,CHEMBL2253470,CHEMBL3083614,69.0,IC50,360.0
446373,CHEMBL4165227,CHEMBL2441094,CHEMBL4158080,4.3,IC50,0.75
446374,CHEMBL4165258,CHEMBL4175381,CHEMBL4156634,21.7,IC50,5.5
446379,CHEMBL4165258,CHEMBL4175381,CHEMBL4156635,14.8,IC50,3.3
446384,CHEMBL4165258,CHEMBL4175381,CHEMBL4156636,49.3,IC50,43.4
446389,CHEMBL4173500,CHEMBL4175381,CHEMBL4156634,12.1,IC50,5.5
446394,CHEMBL4173500,CHEMBL4175381,CHEMBL4156635,12.1,IC50,3.3
446399,CHEMBL4173500,CHEMBL4175381,CHEMBL4156636,42.3,IC50,43.4
446404,CHEMBL4163283,CHEMBL4175381,CHEMBL4156634,8.6,IC50,5.5
446409,CHEMBL4163283,CHEMBL4175381,CHEMBL4156635,3.5,IC50,3.3
446414,CHEMBL4163283,CHEMBL4175381,CHEMBL4156636,29.6,IC50,43.4
446465,CHEMBL3425543,CHEMBL3425546,CHEMBL3428482,25.0,IC50,25.0
446476,CHEMBL494712,CHEMBL493082,CHEMBL971586,3.9,IC50,7.8
446479,CHEMBL494712,CHEMBL493082,CHEMBL971587,3559.0,IC50,2804.0
446484,CHEMBL493493,CHEMBL522166,CHEMBL980980,100.0,IC50,100.0
446490,CHEMBL493493,CHEMBL522166,CHEMBL980981,0.1,IC50,0.18
446497,CHEMBL523551,CHEMBL493492,CHEMBL980980,100.0,IC50,100.0
446503,CHEMBL523551,CHEMBL493492,CHEMBL980981,0.25,IC50,0.1
446504,CHEMBL3408405,CHEMBL3408404,CHEMBL3413935,18.9,IC50,26.5
446507,CHEMBL3402931,CHEMBL3402933,CHEMBL3405427,11.45,IC50,1.83
446510,CHEMBL3402931,CHEMBL3402933,CHEMBL3405426,9.88,IC50,1.32
446511,CHEMBL4208803,CHEMBL4080635,CHEMBL4197947,6.2,IC50,7.99
446516,CHEMBL4208803,CHEMBL4080635,CHEMBL4197948,6.78,IC50,12.96
446521,CHEMBL4208803,CHEMBL4080635,CHEMBL4197949,4.97,IC50,5.99
446526,CHEMBL4208803,CHEMBL4080635,CHEMBL4197950,39.04,IC50,100.0
446531,CHEMBL3408634,CHEMBL3408633,CHEMBL3412104,0.61,IC50,0.291
446532,CHEMBL3408667,CHEMBL3408673,CHEMBL3413062,0.8,IC50,1.24
446540,CHEMBL3403140,CHEMBL3401580,CHEMBL3405909,48.0,IC50,30.0
